"duration","age","gender","race","edu","pre_emotion_good","pre_emotion_happy","pre_emotion_tired","pre_emotion_tense","pids_1","pids_2","pids_3","pids_4","ideology","interest","attention_check","post_emotion_good","post_emotion_happy","post_emotion_tired","post_emotion_tense","panas_1","panas_2","panas_3","panas_4","panas_5","panas_6","panas_7","panas_8","panas_9","panas_10","ft_rep_sup","ft_dem_sup","ft_rep","ft_dem","ft_liberal","ft_conservative","ft_immigrant","ft_feminist","ft_neonazi","outgroup_trust_1","outgroup_trust_2","outgroup_trust_3","outgroup_trust_4","social_distance_1","social_distance_2","social_distance_3","trait_1","trait_2","trait_3","trait_4R","trait_5R","trait_6R","conspiracy_1","conspiracy_2","conspiracy_3","conspiracy_4","conspiracy_5","conspiracy_6","video","partisanship","condition"
455,36,0,1,3,7,7,7,7,7,7,7,7,0,7,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,100,0,100,100,0,0,100,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,"Democrat","HappyP"
403,28,0,5,5,5,2,4,1,1,2,4,3,7,5,2,1,3,5,2,6,7,5,4,5,2,2,1,3,4,85,75,71,43,60,43,58,71,66,4,5,3,2,4,5,6,6,6,4,3,7,5,3,2,1,4,4,5,4,"Democrat","HappyW"
682,58,1,4,5,6,5,6,7,7,7,7,7,0,7,2,7,7,7,7,6,7,7,6,7,7,7,7,7,7,3,100,0,100,100,0,84,100,0,1,1,1,2,1,1,1,1,1,1,7,7,7,1,1,1,1,1,1,1,"Democrat","HappyP"
851,41,1,3,4,7,7,7,7,5,5,5,1,5,4,2,7,7,7,7,7,6,5,6,5,7,6,6,6,5,74,80,78,83,75,61,70,70,31,4,4,5,5,6,6,6,6,6,4,2,2,2,2,2,1,3,2,1,1,"Democrat","HappyQ"
252,53,1,5,5,7,7,7,7,1,3,4,1,5,1,2,7,7,7,7,5,5,6,5,5,6,4,6,5,5,45,55,45,57,21,43,45,45,3,3,4,4,4,7,7,7,4,5,4,3,3,2,2,2,1,1,4,1,1,"Republican","Control"
448,54,1,4,5,4,5,7,7,7,4,7,2,6,4,2,7,5,7,7,4,4,4,4,3,7,2,5,5,6,5,80,10,85,45,30,65,90,0,1,1,1,2,4,3,4,4,2,2,6,7,4,3,3,3,4,3,2,1,"Democrat","HappyP"
208,21,1,4,5,4,4,7,6,4,4,4,4,5,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,42,44,84,99,85,15,89,56,56,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,1,"Democrat","Control"
682,37,1,4,5,4,4,5,4,6,5,6,4,0,7,2,4,4,4,3,4,4,4,4,5,6,1,4,1,5,18,100,0,100,100,20,51,100,0,4,4,3,4,4,4,4,4,2,4,6,5,4,4,1,1,1,1,2,1,"Democrat","HappyQ"
562,34,1,4,5,7,7,7,7,3,3,5,4,5,3,2,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,50,4,50,0,18,20,57,0,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,3,2,2,"Democrat","Control"
1521,21,1,4,2,5,4,3,7,1,3,6,2,5,1,2,6,6,3,7,7,4,6,3,7,4,1,7,7,5,75,80,20,85,100,30,100,100,0,1,1,3,7,4,4,4,3,1,1,7,5,5,3,1,2,4,5,3,1,"Democrat","HappyW"
484,50,0,4,3,5,4,4,4,6,2,5,4,7,5,2,5,4,4,5,2,4,4,2,3,4,2,3,1,5,0,88,0,81,36,72,52,46,0,2,3,5,4,6,5,6,6,3,5,7,6,5,3,4,2,1,4,2,3,"Democrat","HappyQ"
402,31,1,4,3,4,4,4,4,5,5,5,5,6,4,2,5,5,5,5,4,4,4,4,4,4,4,4,4,4,64,62,70,64,68,78,64,65,68,1,1,1,1,1,1,1,7,1,2,7,7,6,4,4,4,2,4,4,4,"Democrat","HappyP"
295,37,1,4,3,4,4,3,4,4,4,4,4,5,2,2,4,4,3,4,4,4,4,4,4,4,4,4,3,5,42,51,46,50,51,53,50,51,18,4,4,4,4,6,5,4,4,4,4,4,4,4,3,3,3,3,3,3,2,"Democrat","HappyW"
755,52,0,6,5,7,7,7,7,5,3,5,5,4,6,2,7,7,7,7,5,5,5,5,5,5,3,5,5,5,26,67,29,64,65,35,61,33,35,5,5,5,5,5,5,5,5,3,5,4,4,3,2,2,1,1,3,1,1,"Democrat","HappyP"
514,45,1,6,5,7,7,6,7,7,7,7,6,10,5,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,100,1,100,0,1,99,51,40,2,4,5,5,4,5,5,5,3,1,5,7,7,7,1,4,2,5,1,2,1,"Republican","HappyQ"
271,38,1,3,5,7,7,7,7,5,5,7,1,6,1,2,7,7,7,7,7,7,7,4,7,7,4,7,1,7,99,2,99,2,2,100,98,3,54,5,5,5,5,1,4,5,6,1,1,7,7,7,5,5,5,5,5,5,3,"Republican","HappyW"
1082,42,1,4,5,7,7,7,7,6,6,6,4,5,4,2,5,5,5,5,4,5,5,5,5,5,5,5,5,4,13,100,21,100,52,55,52,73,41,4,4,4,4,5,5,5,4,4,4,4,4,4,4,3,3,4,4,3,3,"Democrat","Control"
1723,51,1,6,3,4,4,4,4,4,5,5,4,6,2,2,4,4,4,4,3,3,4,3,3,5,4,4,3,4,80,40,81,6,3,78,33,2,8,3,3,4,3,4,4,4,4,1,1,2,2,4,2,2,2,2,1,1,1,"Republican","Control"
1114,52,1,5,5,6,6,6,7,5,4,6,4,7,6,2,7,7,6,7,6,7,6,6,7,7,5,6,7,7,80,35,80,34,60,60,45,45,0,4,4,4,5,7,7,7,4,4,4,4,4,4,4,4,1,1,4,1,1,"Republican","HappyQ"
519,47,0,5,5,1,1,1,1,7,7,7,7,0,7,2,1,1,1,1,4,4,4,4,4,4,4,4,4,4,0,100,0,100,100,0,100,100,0,1,1,1,1,1,1,1,1,1,1,7,7,7,3,1,1,1,4,1,1,"Democrat","HappyW"
507,51,0,6,7,6,5,1,4,7,2,1,1,0,7,2,6,5,2,4,6,5,6,5,6,6,6,6,6,6,3,93,10,73,100,6,95,90,7,3,2,2,2,3,3,2,3,2,2,3,3,3,1,1,1,1,1,1,2,"Democrat","HappyQ"
493,54,1,4,5,6,6,5,5,7,7,7,1,5,4,2,6,5,5,2,5,6,7,4,5,6,5,6,6,7,10,100,7,100,66,65,65,97,0,1,1,1,1,6,6,6,4,2,4,6,4,4,3,2,2,3,4,2,3,"Democrat","HappyQ"
555,53,0,3,5,7,5,4,7,6,5,7,5,3,5,2,7,5,6,7,5,6,7,5,6,4,5,6,6,5,24,100,10,100,92,21,62,65,18,4,3,5,2,6,6,5,6,4,6,5,5,4,4,2,5,4,4,3,2,"Democrat","Control"
601,50,1,5,5,7,7,7,7,4,4,4,1,5,4,2,7,7,7,7,7,7,7,7,7,7,4,7,7,7,46,53,40,52,49,42,30,80,2,4,4,4,4,4,7,4,4,4,4,4,4,4,1,3,2,1,1,1,1,"Democrat","HappyP"
4103,49,1,4,5,6,4,3,4,6,5,6,4,3,1,2,5,3,3,4,2,3,3,2,2,3,3,2,3,5,38,60,30,63,63,38,50,42,0,4,4,4,4,6,4,5,5,5,4,5,4,4,3,3,1,2,4,1,2,"Democrat","HappyW"
1028,47,0,5,5,7,7,7,7,5,5,4,4,5,3,2,7,7,7,7,7,7,7,6,6,7,6,7,7,7,100,5,95,5,0,95,85,0,0,3,2,4,4,4,4,4,7,1,2,7,7,5,1,4,3,1,3,3,1,"Republican","HappyW"
1804,38,0,6,5,6,4,3,5,6,7,7,6,10,7,2,5,5,3,6,3,6,2,1,1,5,3,2,1,5,87,25,75,0,13,97,50,0,0,2,2,2,1,4,4,4,4,4,3,7,7,4,5,1,3,5,3,2,1,"Republican","HappyQ"
633,53,1,4,3,5,4,4,5,6,5,6,4,6,4,2,4,4,4,5,5,5,5,5,5,5,4,5,5,4,33,70,34,68,33,59,30,43,24,3,3,3,3,2,5,3,3,4,5,4,4,4,2,3,2,3,3,4,1,"Democrat","Control"
323,55,1,5,2,2,3,1,1,5,3,5,3,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,69,0,96,0,0,91,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,2,3,1,"Democrat","HappyW"
1167,35,1,3,5,7,7,2,6,5,5,5,5,8,3,2,7,7,7,7,4,4,4,4,4,4,4,4,4,4,68,49,75,47,25,68,51,51,1,4,3,4,4,4,4,4,5,6,6,2,1,1,3,3,3,3,3,3,1,"Republican","HappyP"
2456,36,1,4,4,6,5,7,6,7,6,6,1,5,6,2,6,6,7,2,5,4,5,4,4,7,4,6,2,7,1,100,1,100,33,73,18,100,0,1,1,1,1,5,6,5,6,4,3,7,6,4,3,2,4,2,3,1,1,"Democrat","HappyW"
571,52,0,4,4,7,7,6,6,7,7,7,5,0,6,2,5,4,5,5,4,5,6,5,4,4,5,5,4,4,16,89,0,96,86,13,65,53,0,3,2,1,3,2,2,3,4,2,2,5,6,6,2,2,1,1,3,1,1,"Democrat","HappyQ"
397,52,0,5,4,7,7,7,7,5,5,5,5,5,4,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,38,51,46,45,46,41,51,46,0,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,1,"Democrat","HappyP"
391,45,1,4,4,6,4,3,4,5,5,5,4,7,6,2,5,6,6,5,5,6,5,4,3,6,5,5,6,6,51,51,23,55,51,51,51,51,25,4,4,5,3,5,5,6,5,6,5,6,4,6,5,4,4,3,5,5,1,"Democrat","Control"
337,44,1,4,3,5,5,1,3,6,6,7,5,8,4,2,7,6,1,2,6,7,7,6,7,6,7,7,7,7,2,99,2,99,46,80,36,88,2,1,1,1,1,4,2,2,1,1,1,7,7,7,2,3,4,1,5,2,2,"Democrat","HappyW"
624,50,1,1,4,5,5,5,5,7,7,7,6,10,4,2,5,5,5,5,3,4,5,3,4,4,3,5,5,5,100,0,90,0,0,100,0,0,0,2,2,2,2,5,5,5,2,1,2,7,7,7,4,5,4,5,4,4,2,"Republican","Control"
745,36,1,5,5,4,4,2,5,3,1,3,3,5,1,2,4,4,2,5,4,4,4,3,4,3,5,4,5,5,49,51,51,48,30,30,82,53,0,4,4,4,3,6,5,7,5,5,4,6,4,5,2,1,2,3,2,2,1,"Republican","HappyP"
327,51,0,6,3,5,5,4,5,6,6,6,4,5,4,2,5,5,4,5,4,4,4,4,4,4,4,4,4,4,100,24,100,30,51,51,38,43,0,1,2,1,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,1,"Republican","Control"
299,28,1,6,6,4,4,4,4,4,4,4,4,6,4,2,5,5,5,5,4,4,4,4,4,4,4,4,4,4,57,66,53,65,56,58,62,60,64,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,1,1,2,1,3,"Republican","HappyW"
1556,47,1,4,4,4,4,4,3,6,6,6,6,0,5,2,4,4,4,3,1,4,1,1,1,5,1,1,1,5,4,75,4,75,85,4,51,95,0,4,4,4,4,5,5,5,4,2,4,6,4,4,1,1,1,1,1,1,2,"Democrat","HappyQ"
459,69,0,6,3,7,7,7,7,7,7,7,7,10,7,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,100,0,100,0,1,100,0,0,0,1,1,1,1,4,4,2,1,1,1,7,7,7,5,5,5,5,5,5,1,"Republican","HappyQ"
489,51,1,6,5,7,7,7,7,5,5,5,2,5,4,2,7,7,7,7,6,6,6,5,6,7,4,3,4,7,70,47,70,42,58,59,39,68,40,4,4,4,4,1,1,1,4,5,4,2,2,2,3,2,3,2,2,3,1,"Republican","HappyP"
508,52,1,6,3,7,5,6,6,5,5,5,5,10,4,2,7,6,6,7,5,7,5,5,5,6,4,5,5,7,62,42,69,40,10,95,51,0,0,6,6,6,6,6,6,6,6,7,6,4,4,2,3,2,4,1,3,2,1,"Republican","Control"
7268,37,1,4,7,7,7,7,7,4,4,4,4,5,4,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,79,1,100,33,70,87,14,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,1,"Democrat","Control"
687,62,0,6,3,7,7,7,7,6,5,5,5,7,5,2,7,7,7,7,5,6,6,4,4,6,6,5,5,6,65,56,72,58,57,57,59,58,0,4,4,4,4,7,7,7,5,3,4,4,4,4,3,4,3,1,5,3,1,"Republican","HappyQ"
275,51,1,6,5,6,6,6,6,5,5,5,2,5,4,2,7,7,7,7,6,6,7,5,6,7,5,3,5,7,71,48,71,40,74,48,37,71,46,4,4,5,5,5,5,5,4,4,4,4,4,4,2,2,3,2,2,3,1,"Republican","Control"
509,58,0,6,3,7,7,7,7,7,6,7,4,8,5,2,7,7,7,7,3,4,4,4,4,6,4,4,4,4,100,0,100,0,0,85,0,0,0,2,2,3,2,4,4,4,2,2,2,6,6,4,3,3,2,4,2,2,1,"Republican","HappyP"
760,46,0,6,3,5,5,6,5,5,4,5,4,7,3,2,6,5,6,6,4,5,6,5,5,6,5,4,4,5,80,25,75,30,35,60,75,35,10,5,4,5,6,4,4,4,5,3,5,4,4,4,3,3,4,3,4,3,1,"Republican","HappyW"
671,64,0,6,2,7,7,7,7,4,4,7,6,10,6,2,7,7,7,7,4,4,4,4,4,4,1,4,4,7,72,0,68,0,0,100,51,0,0,3,3,4,1,6,6,6,4,3,4,5,5,4,3,2,1,4,1,1,1,"Republican","HappyW"
510,72,0,6,4,7,7,7,7,5,5,5,1,8,6,2,7,7,7,7,7,7,6,1,7,7,6,7,7,7,86,9,83,0,0,85,67,85,0,3,2,5,4,6,6,6,5,3,3,7,6,4,4,5,3,3,3,1,1,"Republican","Control"
801,66,0,6,2,5,4,1,4,7,6,7,7,5,5,2,5,5,1,4,4,6,4,4,4,5,1,4,5,7,100,0,100,0,0,92,0,43,1,1,1,1,1,2,4,3,1,1,1,7,7,7,3,5,1,1,4,1,2,"Republican","HappyQ"
839,66,0,6,3,1,4,4,2,1,1,1,1,5,1,2,1,4,4,1,4,4,4,4,4,4,4,4,4,4,51,51,51,51,51,51,51,51,51,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,1,"Republican","HappyQ"
490,58,0,6,5,6,6,6,6,6,5,4,3,9,7,2,6,6,6,6,6,6,5,4,4,6,6,6,4,6,60,51,40,60,80,74,80,75,0,7,7,7,7,7,7,7,6,6,6,3,2,1,4,1,3,1,4,3,1,"Republican","HappyW"
530,48,1,6,3,5,6,6,5,5,4,4,3,5,4,2,5,5,3,5,3,3,3,3,3,3,3,4,3,4,75,45,66,43,58,61,65,59,10,3,3,3,3,5,5,5,6,3,3,6,6,6,2,2,4,2,4,4,1,"Republican","HappyW"
308,55,0,6,4,7,7,7,7,3,5,4,4,7,3,2,7,7,7,7,4,6,6,2,4,6,5,5,4,6,69,42,69,26,38,77,76,40,0,5,3,5,4,6,6,6,4,2,5,5,3,3,2,3,2,4,2,2,1,"Republican","HappyP"
777,71,0,6,3,7,7,7,7,6,5,6,4,5,4,2,7,7,7,7,7,7,7,6,7,7,6,7,7,6,83,29,92,23,58,66,26,51,10,4,3,3,2,5,5,5,4,2,3,5,3,3,4,4,1,1,3,1,1,"Republican","HappyP"
317,51,1,6,5,7,7,7,7,7,7,7,7,10,7,2,7,7,7,7,7,7,7,4,7,7,7,7,7,7,100,0,100,0,0,100,100,0,0,1,1,1,1,1,1,1,1,1,1,7,7,7,3,5,1,5,1,1,5,"Republican","Control"
181,51,1,6,5,7,7,7,7,7,7,7,7,10,7,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,100,0,100,0,0,100,100,0,0,1,1,1,1,1,1,1,1,1,1,7,7,7,1,5,1,5,1,1,5,"Republican","Control"
562,59,0,6,3,4,4,4,4,7,7,7,4,10,4,2,4,4,4,4,4,4,4,4,4,4,4,4,3,4,93,34,91,0,24,71,44,30,21,4,4,4,4,5,5,6,3,1,1,5,4,4,5,4,3,5,4,2,1,"Republican","HappyP"
2340,62,0,6,3,6,5,6,4,6,6,4,3,7,4,2,6,6,6,5,5,4,5,4,5,4,5,5,6,5,81,29,82,47,27,90,92,62,1,2,2,2,3,7,7,7,4,1,4,7,6,5,2,1,1,4,1,1,1,"Republican","HappyQ"
545,58,0,6,4,7,6,5,6,7,6,7,5,10,6,2,6,5,6,7,4,7,7,4,5,7,4,5,7,7,80,40,80,40,40,80,50,80,0,6,6,6,6,7,7,7,6,6,6,5,4,2,2,1,1,1,2,1,1,"Republican","HappyW"
548,70,0,6,3,7,7,7,7,6,5,6,5,7,5,2,7,7,7,7,5,6,6,5,5,6,5,6,6,6,72,30,88,8,18,68,61,44,2,5,3,5,5,6,6,6,5,5,5,5,3,3,2,2,4,2,1,2,1,"Republican","HappyQ"
653,44,0,4,6,3,3,1,3,6,3,3,2,4,7,2,5,4,3,4,4,5,5,3,4,5,4,3,4,5,81,51,67,65,41,71,28,27,2,5,5,5,5,5,5,5,6,5,5,3,3,3,4,4,1,3,4,1,1,"Democrat","HappyQ"
445,70,0,6,4,7,7,7,7,6,6,6,1,8,6,2,7,7,7,7,5,5,5,4,5,5,5,5,5,5,78,22,84,17,18,82,51,51,3,4,4,5,5,5,5,5,3,4,4,6,3,3,2,2,2,4,4,1,1,"Republican","HappyP"
235,38,0,1,2,4,7,6,5,6,5,7,5,9,7,1,6,5,6,7,7,7,6,7,7,6,6,7,6,7,100,86,95,100,82,100,84,96,77,6,6,5,7,7,7,6,7,6,7,6,6,7,4,4,4,5,5,5,1,"Democrat","HappyP"
520,79,0,6,3,6,6,4,6,4,4,4,4,8,4,2,6,6,4,6,4,4,5,3,4,5,4,5,4,5,76,41,75,41,41,72,61,58,9,4,4,4,4,5,5,5,4,3,4,4,4,4,3,3,1,3,3,1,3,"Republican","Control"
464,33,0,6,3,7,7,7,7,3,4,4,4,5,7,2,7,7,7,7,6,7,7,1,5,7,5,5,4,6,66,100,0,81,86,81,84,60,0,5,5,5,5,7,7,7,4,4,4,4,4,4,4,1,3,1,2,3,1,"Democrat","Control"
691,38,1,6,3,1,3,1,1,5,5,5,2,5,4,2,7,7,7,7,7,7,5,7,6,7,7,5,4,6,82,14,63,8,17,61,57,14,35,4,5,5,2,5,4,5,5,5,6,2,5,4,3,4,4,2,3,4,1,"Republican","HappyW"
482,51,1,6,3,6,6,7,7,5,5,5,4,2,5,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,81,24,78,31,26,80,51,51,0,4,4,3,3,5,5,5,4,4,4,4,4,4,3,3,3,2,2,2,1,"Republican","HappyQ"
1935,54,1,6,3,7,7,7,7,4,4,4,2,10,1,2,7,7,7,7,4,6,4,4,4,5,4,4,4,7,58,46,60,45,42,52,49,46,45,2,2,4,2,4,4,4,4,2,2,6,4,4,3,4,1,4,4,1,1,"Republican","HappyP"
912,62,0,6,3,7,7,7,7,6,5,5,1,9,4,2,7,7,7,7,1,5,5,2,1,7,6,6,7,7,81,10,75,20,0,80,19,0,0,4,2,4,3,2,4,4,6,1,2,6,5,4,4,1,2,2,4,2,1,"Republican","HappyW"
1050,70,0,6,3,7,4,7,7,7,1,7,6,10,4,2,7,4,7,7,1,1,1,1,1,1,1,1,1,1,100,0,100,0,0,100,0,60,0,3,1,2,1,7,1,7,1,4,1,7,1,7,2,1,5,5,5,5,1,"Republican","HappyQ"
427,65,0,6,3,7,7,5,7,6,4,6,4,8,4,2,7,7,7,7,6,6,6,3,4,5,5,4,6,7,57,40,49,43,0,67,53,17,0,3,5,6,3,7,7,7,6,2,4,7,5,2,5,5,4,3,2,2,1,"Republican","Control"
430,70,0,6,3,6,6,6,5,6,6,5,4,8,4,2,6,6,5,6,5,5,5,5,5,4,5,5,5,4,69,21,90,21,17,70,44,55,6,3,2,3,2,4,4,4,4,3,4,5,4,4,4,3,2,3,3,2,1,"Republican","HappyW"
1017,51,1,6,3,7,7,7,7,7,7,7,5,10,4,2,7,7,7,7,5,4,5,5,4,4,7,4,5,5,100,13,67,0,46,66,8,0,7,3,4,4,4,7,7,7,4,4,4,5,4,4,5,4,2,4,5,2,3,"Republican","HappyP"
687,74,0,6,3,5,5,5,6,5,5,5,4,6,4,2,6,5,6,5,4,4,4,4,4,4,4,3,4,3,70,45,75,26,39,39,42,58,72,2,2,3,4,4,4,4,2,3,2,3,3,3,3,4,2,2,5,1,3,"Republican","Control"
1543,71,0,6,3,6,6,6,6,5,5,3,4,6,2,2,6,6,6,6,7,6,6,7,6,7,5,5,5,5,86,40,65,39,38,74,45,59,0,3,4,4,5,4,4,4,5,3,5,3,3,3,2,4,1,1,1,1,3,"Republican","HappyW"
516,57,0,6,3,3,3,5,3,6,5,6,4,7,4,2,3,3,5,3,2,2,2,2,2,2,2,2,2,2,71,30,69,19,22,65,22,26,26,1,2,2,2,4,5,4,3,4,3,4,4,4,4,4,2,4,4,3,4,"Republican","HappyQ"
422,55,0,6,3,6,6,7,6,1,1,4,1,5,1,2,6,6,7,6,5,6,4,4,5,6,3,5,2,6,25,58,25,48,46,53,82,46,8,4,4,4,4,6,6,6,5,4,6,4,1,1,2,1,1,2,1,2,2,"Republican","HappyP"
362,66,0,6,3,6,6,6,6,6,7,4,4,10,7,2,6,6,6,6,5,5,5,4,5,5,4,5,3,6,85,0,81,0,0,100,46,1,0,1,1,2,1,4,4,4,1,2,2,7,7,7,4,4,3,5,4,3,4,"Republican","HappyQ"
372,44,0,6,3,3,4,5,4,3,5,5,1,7,6,2,4,6,5,5,4,7,5,5,4,7,6,5,3,7,88,33,80,24,44,90,66,9,0,3,4,4,2,1,4,4,3,5,5,2,2,2,5,5,2,4,5,1,1,"Republican","HappyW"
713,100,0,6,3,4,5,4,7,5,5,4,1,5,4,2,6,6,5,6,4,5,4,4,4,6,3,3,5,5,55,10,60,5,10,71,55,42,5,3,3,3,4,5,6,5,4,3,4,6,5,4,5,4,3,3,4,3,2,"Republican","Control"
1447,68,0,6,5,7,7,7,7,5,5,4,4,8,6,2,7,7,7,7,4,4,4,2,4,4,4,4,4,4,83,47,80,48,43,85,44,47,54,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,2,3,4,1,"Republican","HappyP"
488,61,0,6,3,4,4,3,2,7,7,7,7,10,4,2,4,4,2,3,3,4,4,1,2,6,2,3,4,6,100,0,100,0,0,100,0,0,65,3,2,1,2,2,4,1,2,1,1,7,7,7,4,4,3,5,4,3,2,"Republican","Control"
567,48,0,6,3,7,7,4,7,6,1,7,6,10,6,2,7,7,7,7,6,7,5,1,4,7,3,7,7,7,100,0,74,0,0,74,51,50,0,1,1,2,2,6,6,6,1,1,1,7,7,7,4,3,4,4,4,3,1,"Republican","HappyQ"
492,69,0,6,5,6,6,6,6,6,6,6,3,6,6,2,7,7,7,7,5,5,6,5,4,5,4,6,5,6,78,9,82,7,10,60,29,51,22,3,2,2,3,5,5,5,4,1,2,1,2,6,2,2,3,1,4,2,1,"Republican","HappyP"
384,63,0,6,3,4,4,4,4,6,6,6,6,8,4,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,61,60,69,63,64,61,60,63,65,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,2,"Republican","HappyQ"
1004,67,0,6,3,7,7,7,7,7,3,5,4,10,7,2,7,7,7,7,4,6,5,3,4,6,4,4,5,6,87,6,52,0,12,86,70,40,0,2,2,2,4,7,7,7,4,3,2,7,5,5,5,3,2,4,1,2,1,"Republican","HappyW"
666,72,0,6,3,6,6,6,6,7,6,7,5,7,4,2,6,6,6,6,3,5,3,4,4,6,3,4,6,7,81,5,85,0,9,92,8,51,0,4,4,4,4,5,4,6,4,3,4,5,7,4,2,2,1,4,2,1,1,"Republican","HappyW"
574,75,0,6,5,7,7,7,7,4,6,5,4,10,7,2,7,7,7,7,6,6,4,4,4,7,6,5,4,6,74,1,59,4,5,97,76,4,3,4,2,4,3,6,7,7,1,1,3,6,2,3,1,2,3,5,1,3,1,"Republican","Control"
419,75,0,6,3,5,5,5,7,5,4,4,2,7,4,2,5,6,5,6,4,4,5,2,2,6,5,4,4,5,81,11,83,10,33,84,51,55,1,3,4,4,1,6,6,5,5,2,3,4,4,4,2,1,1,3,1,1,2,"Republican","HappyP"
379,61,0,6,2,6,6,5,5,6,6,6,4,6,5,2,6,6,6,6,5,5,5,5,4,5,4,4,5,5,72,16,77,30,37,74,36,22,0,4,4,5,4,5,5,5,4,4,4,4,4,4,4,4,4,2,3,4,2,"Republican","HappyW"
387,61,0,6,3,6,6,5,6,6,4,6,3,7,4,2,6,6,5,6,5,5,5,4,5,6,5,5,5,6,54,51,54,10,44,54,51,51,0,5,5,5,5,5,5,5,5,4,5,5,4,3,2,2,2,3,3,2,1,"Republican","HappyW"
576,66,0,6,3,7,7,7,7,6,6,6,3,9,7,2,7,7,7,7,6,7,6,4,3,7,6,7,7,6,90,52,90,23,40,100,38,51,0,6,6,6,6,7,7,7,6,2,6,4,2,2,2,2,1,3,1,1,1,"Republican","Control"
1325,82,0,6,3,7,7,7,7,5,4,6,4,6,1,2,7,7,7,7,5,7,4,6,6,7,6,6,4,7,100,0,93,23,41,41,45,48,10,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,1,1,"Republican","HappyQ"
774,71,0,6,3,5,5,2,5,6,5,6,6,7,4,2,5,4,2,4,3,4,3,2,2,6,5,5,3,6,100,24,85,0,23,72,31,38,0,2,1,2,1,6,4,2,4,1,4,1,4,5,4,5,3,4,4,2,1,"Republican","HappyP"
544,73,0,6,3,5,5,5,4,6,5,5,4,5,6,2,5,4,5,4,5,5,5,3,5,4,5,4,4,5,81,0,84,0,23,61,5,42,0,2,1,1,1,4,4,4,2,1,1,1,2,2,5,4,3,2,3,2,2,"Republican","HappyP"
505,58,0,6,3,3,4,2,3,4,2,4,2,5,6,2,3,4,3,3,2,6,4,4,3,2,1,3,4,4,60,51,51,51,51,60,51,30,0,5,5,5,6,4,4,4,5,4,5,5,5,4,2,1,1,1,3,1,1,"Republican","Control"
810,76,0,5,3,7,7,7,7,1,1,1,4,10,7,2,7,7,7,7,7,7,7,7,7,7,4,7,7,7,98,0,100,1,0,100,80,0,0,7,3,7,7,4,1,1,4,1,4,4,4,4,5,5,5,5,4,1,3,"Republican","HappyQ"
370,21,0,4,3,4,4,4,4,5,4,5,5,5,1,1,4,2,4,4,4,5,7,3,4,4,2,3,3,3,38,23,81,39,71,77,12,0,25,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,1,"Democrat","HappyP"
456,63,0,6,3,1,1,1,1,7,7,7,7,10,7,2,1,1,1,1,1,1,7,1,1,7,7,7,7,7,100,0,100,0,0,100,0,0,0,1,1,1,1,1,1,1,1,1,1,7,7,7,5,5,5,5,5,5,1,"Republican","HappyQ"
1308,59,0,6,5,7,7,2,7,7,6,7,1,9,6,2,7,7,4,7,7,7,6,6,6,6,4,6,6,6,99,3,100,2,1,100,1,12,5,6,1,6,4,7,3,6,2,2,4,2,6,2,1,4,1,2,1,1,3,"Republican","HappyW"
979,66,0,6,3,7,5,5,7,6,5,6,3,7,4,2,7,5,5,7,4,4,7,4,4,6,7,4,7,6,80,30,85,22,51,51,29,51,0,4,3,3,4,4,4,4,4,3,3,5,5,5,3,3,2,3,2,2,2,"Republican","Control"
446,79,0,6,3,7,7,7,7,6,6,6,3,7,4,2,7,7,7,7,7,5,6,5,4,6,5,6,7,4,98,0,100,4,40,58,1,45,0,4,4,4,4,4,4,4,4,3,4,4,3,3,4,3,3,3,3,3,2,"Republican","HappyP"
720,75,0,6,3,6,6,6,7,7,7,7,3,9,7,2,6,6,6,6,5,3,4,3,3,6,5,6,6,6,100,10,100,0,0,100,10,10,0,5,5,6,5,4,7,7,5,2,5,5,6,3,4,2,1,4,4,1,1,"Republican","HappyW"
