"duration","age","gender","edu","pre_emotion_good","pre_emotion_happy","pre_emotion_tired","pre_emotion_tense","pids_1","pids_2","pids_3","pids_4","ideology","interest","attention_check","sam","ft_inparty_supporter","ft_outparty_supporter","ft_inparty","ft_outparty","ft_liberal","ft_conservative","ft_immigrant","ft_feminist","ft_nationalist","outgroup_trust_1","outgroup_trust_2","outgroup_trust_3","outgroup_trust_4","social_distance_1","social_distance_2","social_distance_3","trait_1","trait_2","trait_3","trait_4R","trait_5R","trait_6R","conspiracy_1","conspiracy_2","conspiracy_3","conspiracy_4","conspiracy_5","conspiracy_6","video","condition","ideology_cat"
764,64,0,8,4,4,4,4,5,4,5,5,4,4,2,9,72,2,78,0,51,51,61,77,20,4,4,4,4,4,1,3,4,4,4,4,4,4,3,2,1,1,3,1,3,"HappyW","left"
681,65,1,5,3,4,4,3,3,2,3,3,4,5,2,4,70,38,86,21,68,52,69,83,51,2,2,2,2,7,6,7,7,1,2,7,7,3,5,2,3,1,5,3,3,"HappyQ","left"
671,70,0,5,6,6,5,5,4,4,4,6,6,5,2,7,59,19,61,0,52,52,63,30,22,3,4,6,3,5,5,5,5,3,4,4,4,3,2,1,1,1,3,1,2,"ControlQ","right"
1356,36,1,9,4,4,3,4,6,4,6,6,2,5,2,5,78,0,78,0,82,0,71,87,0,3,3,3,3,2,2,2,4,2,4,4,5,5,4,1,3,1,3,1,1,"HappyW","left"
917,76,0,8,7,7,7,7,4,1,4,1,8,4,2,9,75,33,74,33,51,51,51,51,14,4,4,4,4,7,7,7,4,3,4,3,4,4,5,1,4,3,4,2,1,"ControlQ","right"
537,50,1,9,5,5,4,6,6,6,6,6,2,6,2,7,73,29,67,18,74,51,51,62,18,6,4,6,5,6,5,5,4,4,4,4,4,4,1,1,1,1,2,2,1,"ControlW","left"
457,74,0,9,4,4,3,5,5,5,5,3,8,5,2,5,70,26,70,26,28,70,45,30,52,2,2,3,3,4,4,4,2,2,3,5,4,4,4,4,1,1,2,1,2,"ControlW","right"
677,63,0,5,4,5,6,6,5,6,6,4,7,6,2,7,90,0,84,0,48,81,54,64,54,3,3,4,4,5,6,4,6,3,3,5,6,4,4,3,2,2,3,1,1,"ControlQ","right"
1927,47,1,5,3,4,1,1,4,4,4,4,7,3,2,5,85,0,82,0,21,51,21,51,90,1,1,1,1,4,4,4,4,1,1,7,7,7,5,5,5,5,3,3,1,"HappyQ","right"
597,60,1,8,4,5,1,4,5,5,5,3,8,6,2,7,86,15,86,18,38,69,69,61,68,5,5,5,5,5,4,5,5,4,5,4,4,5,4,2,2,3,4,2,4,"ControlW","right"
545,66,0,8,6,3,4,6,3,4,3,3,6,6,2,7,71,0,72,0,66,52,39,55,52,4,5,5,5,6,6,6,5,6,5,5,3,2,2,4,1,2,2,1,1,"HappyW","right"
1644,66,0,8,6,6,5,6,5,5,5,4,7,5,2,7,65,23,63,0,37,63,62,58,63,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,2,1,"HappyQ","right"
1096,70,0,5,2,6,3,6,6,6,7,6,8,5,2,7,88,0,86,0,11,89,39,55,61,4,4,4,4,4,4,4,4,2,4,5,4,4,5,4,4,2,4,2,4,"HappyQ","right"
361,69,0,9,5,5,5,5,6,6,6,6,2,5,2,7,100,0,100,0,83,0,68,83,14,3,3,3,3,2,2,2,2,2,3,5,5,5,1,1,1,1,1,1,1,"ControlQ","left"
364,31,1,8,6,6,6,6,5,5,5,4,2,4,2,8,63,0,68,0,67,45,68,67,11,6,6,6,5,6,6,6,4,2,4,4,4,4,1,1,1,1,1,1,1,"ControlQ","left"
570,63,1,3,3,3,3,4,5,5,4,5,8,6,2,5,98,0,95,0,25,81,8,54,55,2,2,3,4,4,4,4,4,2,3,5,5,5,5,5,3,5,4,1,1,"HappyP","right"
581,62,1,4,3,5,1,5,6,5,6,5,9,5,2,7,33,0,96,22,43,92,4,94,79,5,5,5,5,5,5,4,5,5,5,2,4,5,2,5,4,4,4,2,1,"HappyP","right"
491,50,0,5,7,7,7,7,3,4,4,3,3,4,2,9,70,8,85,9,57,46,24,46,33,3,5,3,4,4,5,5,4,5,4,5,5,3,2,3,2,4,4,2,1,"HappyQ","left"
440,54,0,8,6,6,6,6,4,3,4,4,7,5,2,7,60,21,65,10,44,39,56,34,42,4,5,5,4,4,4,4,3,4,4,5,3,4,1,2,3,2,2,1,1,"ControlP","right"
569,55,0,5,2,3,1,3,4,4,4,1,2,5,2,5,100,10,100,0,75,10,90,5,50,4,4,4,7,4,4,4,4,2,4,4,4,4,2,1,1,3,1,1,1,"ControlW","left"
625,68,1,8,5,6,5,6,5,4,5,4,8,7,6,7,78,21,78,21,32,61,51,39,54,3,3,4,2,4,4,4,6,3,3,5,5,5,4,3,2,3,4,3,2,"ControlP","right"
974,64,0,5,6,6,6,6,4,4,6,5,4,4,2,8,55,30,55,20,55,40,60,45,60,5,4,5,4,4,3,3,4,4,4,3,3,3,4,3,2,3,2,1,1,"HappyQ","left"
597,56,1,4,3,2,2,1,5,4,5,1,8,7,2,3,80,10,80,10,60,79,76,80,80,5,5,5,4,7,7,7,5,6,5,1,1,1,2,1,1,1,1,1,1,"ControlW","right"
587,63,1,8,3,4,2,3,3,4,3,1,3,5,2,4,80,10,90,0,75,43,90,60,63,6,6,6,6,7,7,6,4,5,5,4,4,3,2,1,2,1,1,1,1,"HappyQ","left"
1105,31,1,8,7,7,6,7,2,2,3,2,6,3,2,9,74,39,66,28,69,58,59,82,59,6,6,6,6,6,6,6,6,5,6,2,2,2,2,1,1,2,1,1,1,"HappyW","right"
1249,89,0,9,6,6,6,6,5,5,4,4,3,6,4,8,81,30,82,31,61,31,51,62,21,4,3,3,3,4,5,6,4,3,4,4,5,3,1,1,1,1,1,1,4,"ControlQ","left"
955,65,0,3,5,4,5,5,3,5,4,3,7,1,2,7,63,44,60,33,62,61,65,46,40,6,6,6,4,3,3,3,4,5,5,3,4,4,2,2,2,1,2,1,1,"HappyW","right"
291,25,0,8,2,4,2,4,5,4,4,5,6,5,3,5,51,51,58,61,71,57,61,69,62,6,5,5,6,5,6,5,6,5,5,6,5,5,3,4,4,4,5,4,3,"HappyP","right"
406,50,0,7,7,7,6,7,5,5,5,1,7,6,2,8,92,1,90,1,53,62,52,61,51,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,2,2,2,2,1,"ControlP","right"
473,66,0,5,7,7,5,6,6,5,4,4,3,6,2,7,74,26,75,0,66,40,55,65,14,4,5,5,5,4,5,4,5,4,5,3,4,3,2,3,1,1,2,2,1,"ControlQ","left"
285,21,1,7,2,2,1,1,6,5,7,6,3,7,2,4,98,0,83,0,93,24,89,100,13,2,2,2,2,3,3,3,3,1,2,6,7,6,1,1,1,1,2,1,1,"HappyP","left"
442,50,1,5,2,2,2,4,5,4,4,3,6,3,2,5,61,5,57,5,41,68,62,58,53,1,1,1,1,4,4,4,1,1,3,7,6,4,3,3,2,3,3,1,3,"ControlW","right"
457,49,0,8,6,6,6,6,4,4,4,4,3,3,2,7,54,21,60,5,51,30,65,40,60,2,3,4,3,4,4,4,3,3,5,5,4,4,2,4,1,4,1,1,1,"HappyW","left"
318,59,1,3,7,4,7,7,4,4,4,4,0,1,2,9,51,51,51,51,51,51,51,51,51,4,4,4,4,4,4,4,4,4,4,4,4,4,5,1,1,1,5,1,1,"ControlW","left"
350,50,0,8,6,5,4,6,3,4,4,1,4,5,2,7,66,0,72,0,73,40,52,65,29,4,4,5,4,6,6,6,1,1,4,6,5,5,3,1,1,2,4,1,1,"ControlP","left"
618,69,0,8,6,6,5,6,5,4,5,4,2,4,2,7,72,28,61,29,67,40,63,51,28,4,5,5,4,4,4,4,5,3,4,5,5,4,4,2,1,2,3,1,2,"HappyQ","left"
233,39,1,3,4,4,4,4,4,4,4,4,7,4,4,7,49,50,48,50,49,54,50,46,54,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,"ControlW","right"
350,53,0,5,7,6,7,6,6,6,6,4,10,3,2,6,51,6,83,0,10,70,10,44,71,4,4,4,4,4,4,4,4,2,4,5,4,4,4,4,3,2,4,1,1,"HappyW","right"
635,36,1,5,5,6,6,6,5,3,4,1,2,4,2,7,61,0,70,5,49,44,66,42,46,3,3,3,4,6,4,4,1,2,4,6,6,5,5,3,4,2,5,3,1,"HappyW","left"
384,44,0,4,5,4,5,6,5,1,5,1,6,2,2,6,70,7,82,0,77,30,82,75,75,5,4,5,5,5,6,5,5,6,5,5,6,2,3,1,4,1,5,2,1,"ControlQ","right"
525,66,1,4,7,7,6,7,5,4,4,1,7,3,2,9,64,0,81,0,51,77,18,50,36,4,4,4,4,3,3,3,3,2,5,5,2,2,1,4,1,1,1,1,1,"HappyQ","right"
517,58,0,5,5,5,5,6,4,4,4,4,6,4,2,7,70,0,72,0,50,59,40,55,59,5,5,5,5,6,6,6,6,5,5,4,2,2,5,4,3,2,4,1,1,"HappyP","right"
959,58,1,8,5,4,3,5,4,3,4,4,4,5,2,7,79,24,76,29,69,36,70,51,14,2,2,3,1,2,1,3,3,1,4,4,4,4,2,3,2,1,2,1,3,"ControlQ","left"
289,20,1,7,3,3,2,2,6,4,4,2,4,6,2,3,68,0,81,0,66,43,78,76,28,2,3,3,2,4,3,2,3,3,2,5,3,5,1,1,1,1,1,1,1,"ControlQ","left"
506,57,1,9,3,3,4,3,3,4,4,3,3,3,2,5,69,26,70,19,70,27,70,63,39,4,3,4,4,5,4,5,5,3,4,5,5,5,4,2,3,1,2,3,2,"ControlP","left"
555,51,0,5,5,2,3,6,6,3,6,6,2,6,2,6,98,9,94,0,82,41,84,90,25,5,5,5,6,6,6,6,6,3,5,3,3,2,1,1,1,1,1,1,2,"HappyW","left"
672,66,1,6,7,7,3,7,4,4,4,4,8,4,1,7,70,12,70,11,21,70,13,51,51,1,1,1,1,4,4,4,4,2,2,6,2,4,5,5,2,4,5,1,2,"HappyQ","right"
658,57,0,8,5,5,5,5,1,1,1,1,1,6,6,7,82,0,82,0,59,30,85,72,51,6,6,6,4,6,4,6,6,5,6,4,5,2,3,1,3,1,1,3,1,"ControlP","left"
587,70,1,7,7,7,7,7,1,1,1,1,6,4,1,7,80,10,80,20,82,20,51,51,20,5,5,5,5,4,4,1,5,5,5,4,4,4,3,5,2,5,4,2,2,"HappyP","right"
356,46,0,5,3,3,3,4,4,4,4,4,4,3,2,4,69,44,61,37,56,60,54,42,60,4,5,5,5,6,6,6,4,5,5,4,3,3,4,3,2,3,3,2,1,"ControlP","left"
455,53,1,5,4,6,4,6,4,4,5,2,7,3,2,8,71,53,70,54,53,82,58,59,56,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,1,"HappyW","right"
435,68,0,8,5,5,5,4,6,5,6,6,2,6,2,5,100,4,100,0,85,25,65,35,15,5,5,5,4,4,5,5,6,3,5,2,3,1,2,1,1,1,1,1,2,"HappyP","left"
204,48,1,8,6,6,1,6,4,4,4,4,4,3,2,7,93,7,94,7,8,8,57,11,54,3,3,3,3,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,4,"ControlP","left"
400,51,0,4,3,4,3,4,5,4,4,4,7,4,2,5,85,0,90,0,10,50,30,30,10,4,3,4,3,5,5,4,3,3,4,5,4,4,4,3,3,1,3,2,1,"ControlW","right"
446,68,1,7,5,5,5,5,5,4,4,4,3,5,2,7,95,3,97,0,74,18,51,51,51,4,4,4,4,3,2,3,4,3,4,4,4,4,3,2,2,2,3,2,2,"HappyQ","left"
201,20,0,5,5,5,5,3,5,4,5,3,6,4,4,7,40,44,18,78,60,61,33,40,37,5,4,5,4,4,5,4,3,3,3,4,4,4,4,3,3,3,4,4,3,"ControlQ","right"
451,58,0,6,6,6,5,6,5,5,5,4,7,6,2,7,60,50,70,30,50,50,40,60,60,4,4,4,4,6,6,6,4,5,4,2,3,2,4,3,1,4,4,1,1,"HappyQ","right"
445,61,1,4,6,6,5,7,4,4,4,4,4,4,2,8,83,0,92,0,74,39,51,82,39,5,5,5,5,5,6,5,5,4,4,5,4,2,2,1,1,2,1,1,1,"ControlQ","left"
383,74,1,9,6,6,6,6,3,3,3,4,2,5,2,7,77,31,80,0,72,41,75,72,13,4,3,4,2,6,6,6,4,2,4,3,3,4,2,1,1,2,2,1,2,"HappyW","left"
430,72,0,5,5,2,5,5,2,2,2,4,2,4,2,7,87,6,90,8,84,51,82,51,31,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,1,2,2,1,1,"HappyP","left"
339,22,1,9,4,4,1,1,7,5,4,3,0,4,2,4,62,0,100,0,62,50,100,100,50,5,5,5,5,5,5,5,5,3,4,4,3,3,1,1,3,2,2,3,1,"ControlW","left"
549,64,0,5,6,6,4,6,3,4,4,4,3,5,2,7,70,17,70,0,70,39,51,52,51,2,2,4,1,4,4,4,4,4,1,5,6,2,4,4,3,3,2,2,4,"ControlP","left"
505,72,0,7,7,7,7,7,6,5,5,5,6,6,2,6,80,0,81,0,40,67,51,7,28,3,4,4,5,4,4,4,5,5,5,2,3,4,4,1,1,4,2,1,1,"HappyP","right"
324,44,1,5,4,4,3,4,5,5,4,3,6,5,2,5,64,12,70,0,12,64,10,11,41,2,2,2,2,4,4,4,4,4,4,4,5,4,5,3,4,5,4,3,1,"ControlP","right"
490,35,1,5,5,6,3,7,5,2,7,1,4,6,2,6,71,0,65,0,61,31,52,81,0,6,6,6,6,7,7,7,6,5,6,2,2,2,4,1,1,3,2,1,1,"HappyQ","left"
398,63,0,9,6,4,6,5,6,4,6,4,8,7,2,5,100,0,100,0,1,73,51,5,73,3,3,3,3,4,4,4,3,2,3,5,4,4,1,1,1,1,1,1,1,"ControlW","right"
405,21,0,6,2,1,2,2,5,5,5,4,8,4,2,3,59,39,68,28,41,55,50,37,62,5,4,5,4,6,7,6,4,5,4,5,4,4,3,3,2,2,1,2,1,"ControlQ","right"
293,31,1,9,5,6,3,7,5,5,5,3,6,2,2,7,73,0,70,0,22,84,0,31,58,2,1,2,1,4,4,4,2,3,2,7,7,6,5,5,3,5,3,3,3,"ControlP","right"
396,72,0,8,6,5,6,7,4,4,4,5,3,5,2,9,81,19,82,27,28,76,41,73,19,5,5,5,6,7,7,6,4,5,5,2,3,2,4,4,1,1,1,1,1,"HappyW","left"
417,58,1,8,5,5,3,3,4,2,4,2,6,4,2,6,60,0,58,0,65,57,46,89,39,4,4,4,4,5,5,5,4,4,4,4,3,5,3,1,3,2,2,2,1,"HappyQ","right"
888,23,0,6,4,3,5,3,5,5,6,4,7,7,2,5,38,6,72,10,28,60,33,32,60,2,2,3,3,3,5,3,3,2,3,7,6,5,4,4,1,1,3,1,1,"HappyP","right"
6778,67,0,8,7,6,6,7,5,4,4,3,6,5,2,8,60,15,60,5,55,50,60,60,50,5,5,5,5,4,4,4,4,4,4,4,4,4,3,1,1,1,3,1,1,"ControlW","right"
602,21,1,5,5,6,4,4,5,4,5,1,3,4,2,7,52,18,61,20,51,51,59,49,50,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,1,"ControlW","left"
454,54,1,7,7,7,5,7,4,4,4,1,4,4,2,7,63,10,63,10,63,51,63,63,20,5,5,5,5,5,5,5,4,4,5,2,4,2,1,1,1,1,1,1,1,"HappyP","left"
906,69,0,2,7,4,7,7,5,2,5,3,8,4,3,5,87,0,91,0,31,87,17,16,38,3,2,3,3,4,4,4,5,3,4,6,4,5,5,4,4,4,5,2,1,"HappyQ","right"
1161,77,1,8,7,7,7,7,4,4,4,4,6,5,2,8,83,6,80,30,25,50,82,70,50,6,4,5,4,5,5,5,6,2,6,4,5,4,3,1,2,2,1,2,1,"ControlQ","right"
655,72,1,3,6,6,6,7,5,5,5,3,7,2,2,7,81,8,76,10,10,81,23,41,46,2,1,2,3,4,4,4,5,3,6,7,6,7,5,5,3,3,4,1,2,"ControlQ","right"
825,76,1,3,5,5,4,6,6,5,6,6,8,3,2,5,71,13,64,11,30,80,58,51,64,4,5,5,4,3,5,4,5,4,5,3,3,2,2,4,2,3,3,2,1,"HappyW","right"
386,53,0,5,6,6,6,5,4,4,4,4,9,1,2,7,71,11,72,12,18,72,40,41,60,4,3,4,3,4,4,4,4,4,3,3,5,4,5,4,4,1,4,2,2,"HappyW","right"
571,65,0,5,7,5,7,7,7,7,6,4,0,6,2,1,100,0,100,0,100,0,88,86,87,5,3,5,5,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,"HappyP","left"
491,48,1,5,5,5,5,5,4,4,4,3,4,4,2,6,65,44,66,48,60,61,56,43,54,4,4,4,4,5,5,5,4,3,4,4,4,4,2,3,3,2,2,2,1,"ControlW","left"
231,52,1,3,5,5,4,7,4,4,4,4,10,1,2,4,91,1,90,0,0,70,0,0,0,1,1,1,1,4,4,4,1,1,1,7,7,7,5,5,5,1,5,2,1,"ControlP","right"
445,77,0,8,5,4,5,5,6,6,6,5,8,6,2,8,85,32,92,29,44,86,41,61,41,3,3,4,4,4,4,4,4,3,3,5,3,5,3,2,2,4,2,2,1,"HappyP","right"
348,31,0,9,5,5,3,6,5,4,5,5,0,5,2,5,97,11,93,0,83,20,66,31,5,3,4,3,4,3,3,3,3,3,3,5,5,5,3,1,4,1,4,4,2,"HappyW","left"
977,69,1,8,5,3,3,3,5,5,5,5,2,4,1,5,70,70,71,70,80,10,70,40,71,3,3,3,3,3,3,3,4,4,3,4,5,5,2,3,1,3,1,1,1,"ControlQ","left"
764,23,1,8,6,6,5,5,3,2,4,4,3,2,2,7,70,22,68,22,52,25,43,68,61,6,4,6,6,6,6,6,4,4,6,2,4,4,2,1,2,2,2,1,1,"ControlP","left"
621,68,1,4,5,5,5,5,5,5,5,4,3,3,2,7,73,0,75,0,14,74,37,61,57,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,1,4,4,1,1,"ControlW","left"
613,79,1,9,3,3,6,5,5,4,5,7,2,5,2,3,98,7,92,3,93,9,86,100,22,3,3,3,2,6,6,7,5,2,3,7,7,5,2,1,2,3,2,1,1,"HappyQ","left"
540,57,0,7,3,4,3,4,4,3,4,4,4,4,2,3,90,0,90,0,81,21,50,44,5,2,2,5,4,4,3,4,4,2,3,6,6,5,4,2,3,1,5,2,2,"ControlQ","left"
435,47,1,9,7,7,7,7,6,4,4,2,4,4,2,9,81,41,83,17,67,42,85,91,44,4,4,4,4,6,6,6,4,4,4,4,4,4,2,1,1,2,2,1,1,"ControlW","left"
383,21,0,8,5,5,5,3,5,4,5,1,3,7,2,7,94,9,100,0,84,31,51,92,44,4,4,4,4,5,5,5,5,5,5,5,5,5,4,1,1,1,3,1,4,"ControlW","left"
210,31,0,9,4,4,4,4,4,4,4,4,6,7,2,5,72,75,68,74,72,71,69,70,73,4,4,4,4,4,4,4,4,5,5,4,5,4,5,5,5,5,5,5,1,"ControlQ","right"
644,55,1,5,5,5,4,5,4,4,3,1,3,3,6,7,85,0,87,0,61,14,63,65,0,2,3,1,4,4,4,4,4,2,4,3,5,4,3,2,5,4,4,4,1,"HappyQ","left"
328,61,0,8,7,6,6,6,7,7,7,1,10,6,2,5,76,0,93,4,6,92,71,5,18,4,5,3,6,5,5,5,3,3,3,6,2,4,4,4,3,5,2,2,1,"HappyP","right"
397,20,0,7,5,4,3,6,4,4,5,2,6,5,2,5,67,47,73,57,50,65,34,3,6,4,5,4,3,7,4,5,3,3,2,2,3,3,4,4,4,3,3,5,3,"ControlW","right"
557,32,1,7,5,5,4,4,4,5,4,4,6,3,2,7,83,16,84,39,45,75,62,50,51,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,2,4,3,2,3,"HappyQ","right"
828,66,0,6,7,7,7,7,6,7,4,1,0,5,2,8,94,0,92,0,88,0,77,93,7,1,1,1,1,3,3,3,1,1,1,7,7,7,4,4,3,2,4,2,2,"HappyP","left"
434,48,0,4,7,7,7,7,6,6,6,6,9,6,2,7,100,7,100,6,2,93,0,75,51,1,2,2,1,4,4,4,4,4,4,4,4,4,5,5,2,2,2,1,2,"HappyQ","right"
565,80,0,9,1,1,6,1,5,4,4,4,2,6,2,8,82,28,81,0,68,32,68,62,32,6,5,6,5,5,5,5,4,4,5,5,5,3,1,1,1,1,1,1,1,"HappyW","left"
693,64,1,4,7,5,7,7,6,6,7,1,2,7,2,9,100,0,100,0,77,32,51,51,51,1,1,2,1,4,4,4,2,2,2,6,7,6,5,4,3,4,1,1,4,"HappyW","left"
528,69,1,8,5,6,4,5,5,4,5,3,6,5,2,7,83,9,83,1,54,72,77,70,47,5,5,6,4,6,6,6,6,5,5,4,3,3,2,1,2,1,2,1,1,"HappyP","right"
349,49,1,3,3,7,2,7,7,7,7,4,10,4,2,6,100,0,100,0,0,100,0,59,44,1,1,1,1,1,1,1,1,1,1,7,1,1,5,3,1,3,3,1,1,"ControlP","right"
592,40,1,5,6,6,5,5,4,4,4,1,8,4,2,7,76,51,82,51,74,73,61,51,51,1,2,4,3,4,4,4,4,3,2,6,5,4,5,4,2,4,3,1,1,"ControlP","right"
766,69,0,3,4,6,4,6,4,4,4,1,4,4,2,8,70,25,70,25,60,40,70,70,70,3,3,3,2,6,6,6,4,3,3,5,6,4,5,3,3,4,5,1,1,"ControlP","left"
587,20,0,2,7,7,7,7,4,4,4,4,0,1,2,9,50,50,50,50,50,50,50,50,50,4,6,6,4,4,4,4,4,4,4,4,4,4,2,1,3,3,3,3,2,"HappyQ","left"
317,58,0,5,7,7,7,7,6,5,5,4,10,6,2,9,100,0,100,0,13,82,26,30,100,4,2,2,2,4,4,4,4,4,4,4,4,4,4,2,1,2,2,1,2,"ControlP","right"
339,64,0,5,7,7,7,7,5,4,6,5,8,7,2,9,59,0,83,0,51,76,51,70,77,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,2,4,4,1,"ControlQ","right"
760,64,0,6,2,2,1,2,3,3,3,2,7,4,2,2,88,16,97,3,21,87,30,62,80,2,3,2,3,2,2,3,5,2,3,6,6,5,4,4,1,5,2,1,4,"HappyW","right"
494,62,0,9,5,4,4,4,5,5,5,5,2,4,2,7,85,0,89,0,71,0,53,68,17,2,4,4,4,4,5,4,4,2,2,7,7,4,2,1,1,1,2,1,2,"HappyP","left"
875,50,0,3,7,7,7,7,6,4,5,6,4,3,2,8,81,8,82,8,76,25,72,81,80,3,3,4,5,5,5,5,4,5,5,5,5,4,4,4,2,3,4,2,2,"ControlQ","left"
412,64,0,5,7,7,7,7,5,5,5,4,4,6,2,9,82,0,81,0,61,43,83,32,4,6,4,6,6,4,6,6,7,7,5,5,6,5,4,1,3,3,1,1,1,"HappyW","left"
471,41,1,8,5,5,5,4,3,3,3,4,4,4,2,6,65,10,75,5,65,40,60,65,50,3,3,3,3,4,3,4,4,3,4,5,5,4,2,2,1,2,3,2,1,"ControlW","left"
583,67,0,9,7,7,7,7,4,4,5,5,9,3,2,8,75,36,75,13,27,71,39,65,45,4,4,4,3,4,4,4,4,4,4,4,4,4,2,4,1,1,4,5,2,"HappyP","right"
551,67,1,6,5,5,4,5,4,4,4,4,7,5,2,7,91,2,85,1,52,51,51,19,78,4,4,4,4,5,5,5,2,3,2,4,2,2,2,3,2,4,2,1,2,"ControlW","right"
421,54,1,8,4,5,3,4,3,4,4,4,3,4,2,6,73,29,81,14,72,41,48,71,61,4,4,5,4,4,4,4,5,5,4,4,3,3,2,2,1,2,2,1,1,"ControlW","left"
2115,58,0,5,6,6,5,6,7,7,7,6,1,5,2,7,91,13,93,15,85,27,51,52,29,2,2,2,4,5,6,6,2,2,4,6,4,6,4,2,1,1,5,1,1,"ControlW","left"
370,62,0,8,6,6,6,6,3,3,4,2,7,6,2,8,74,7,71,6,43,56,61,30,10,4,5,5,5,4,4,4,5,3,4,4,4,4,1,1,1,1,2,1,1,"ControlQ","right"
1476,70,0,5,6,6,6,6,4,5,4,3,2,6,2,7,69,27,69,35,82,45,59,60,20,3,3,4,5,3,4,4,4,3,4,5,5,3,3,2,2,2,3,2,2,"HappyW","left"
1092,71,1,4,7,7,7,7,3,3,3,5,3,5,2,5,74,28,75,29,74,6,73,51,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,"ControlQ","left"
636,74,0,4,6,6,6,6,4,4,4,4,6,3,2,8,59,34,60,33,51,54,51,51,51,5,5,5,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,2,2,"HappyW","right"
493,24,0,9,4,4,4,4,4,4,4,4,6,5,6,5,50,0,50,0,39,50,50,38,50,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,2,2,1,1,"HappyQ","right"
544,21,0,9,5,6,4,6,5,4,4,2,6,2,2,8,34,10,70,1,28,61,35,6,51,6,4,5,4,4,6,5,5,5,6,5,5,3,2,2,1,2,1,1,1,"ControlW","right"
592,61,1,8,6,6,5,6,5,3,4,4,4,5,2,7,79,1,80,0,64,39,71,78,23,6,5,6,4,6,6,6,6,4,4,4,4,2,2,1,1,1,1,1,4,"ControlP","left"
516,59,0,5,7,6,7,7,5,3,4,1,3,7,2,8,62,0,71,0,67,40,64,32,7,5,5,5,5,4,4,3,4,3,4,5,4,3,2,2,1,1,2,1,1,"ControlQ","left"
705,49,0,5,7,5,6,7,7,6,6,4,0,3,6,8,90,13,94,4,73,13,59,73,3,4,4,4,4,6,6,5,5,4,4,6,6,6,3,2,3,4,3,2,1,"HappyQ","left"
655,57,1,5,5,5,5,6,5,5,5,4,2,3,2,7,78,50,78,30,78,50,71,70,51,4,4,3,4,3,3,3,4,2,4,4,5,5,3,1,1,1,1,1,1,"ControlP","left"
932,26,0,5,3,6,3,6,6,5,7,7,10,6,2,7,100,0,100,12,41,98,20,81,64,3,4,5,6,4,4,4,5,1,3,5,5,4,5,3,4,4,1,2,1,"HappyW","right"
904,66,1,4,5,4,5,4,5,5,5,4,3,4,2,7,73,0,71,1,62,49,63,51,40,5,5,5,5,4,3,4,4,2,4,4,4,4,1,1,1,1,1,1,2,"HappyP","left"
1036,60,0,5,7,7,7,7,4,1,4,1,1,2,2,5,80,10,85,0,70,0,30,60,60,5,4,5,4,4,4,4,5,5,5,4,4,3,5,1,1,4,3,1,1,"ControlP","left"
573,61,0,9,6,6,6,6,3,4,4,1,4,4,2,8,51,24,47,0,62,44,66,68,0,4,4,4,4,6,6,6,4,4,4,4,4,4,2,1,1,2,2,2,3,"ControlQ","left"
500,35,0,5,5,5,3,6,6,3,6,4,3,5,2,5,71,2,73,1,43,6,69,32,40,4,4,5,5,4,4,4,5,3,4,4,4,2,2,1,1,1,1,1,1,"HappyW","left"
315,64,1,4,6,6,6,6,4,4,4,4,6,4,6,7,91,33,100,26,65,68,70,70,67,4,4,6,4,4,4,4,4,4,4,4,4,4,4,1,1,4,1,1,1,"ControlW","right"
497,50,0,8,4,4,4,4,5,3,4,1,7,6,2,6,60,9,60,0,60,61,40,40,51,6,6,6,6,6,6,6,5,2,5,2,3,2,2,2,3,2,2,2,1,"ControlQ","right"
296,21,0,7,6,5,6,6,6,2,3,3,1,7,2,7,63,14,83,8,58,25,83,30,57,2,4,3,2,6,6,6,4,3,5,3,5,3,1,1,1,1,1,1,1,"ControlP","left"
551,55,1,5,6,6,4,6,6,6,6,3,0,4,2,8,90,10,90,2,90,25,80,80,20,5,5,5,4,4,4,4,4,3,6,3,4,3,2,2,1,1,1,1,1,"HappyP","left"
451,22,1,8,6,5,4,5,5,5,5,5,3,4,2,7,68,21,75,14,76,39,61,55,65,4,4,4,4,3,4,4,2,2,3,6,5,4,2,2,2,1,1,1,1,"HappyP","left"
302,39,0,8,4,4,5,5,2,2,2,2,6,1,2,5,51,13,51,1,2,51,47,25,51,4,4,3,4,4,4,3,4,4,4,4,5,4,3,3,3,3,3,4,1,"ControlP","right"
